ID,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend
7476,0.0,0.0,20.0,654.2,0.0,0.00952381,0.0,0.0,9,4,1,1,2,1,1
7477,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,12,2,2,3,13,0,0
7478,0.0,0.0,4.0,1623.666667,0.133333333,0.140833333,0.0,0.0,8,1,1,1,3,0,0
7479,0.0,0.0,17.0,544.1,0.0,0.002,0.0,0.0,9,2,2,9,2,1,0
7480,0.0,0.0,34.0,1337.245455,0.01375,0.024214286,0.0,0.0,5,1,1,3,2,0,0
7481,0.0,0.0,30.0,643.4333333,0.0,0.019047619,0.0,0.0,10,1,1,9,2,0,0
7482,0.0,0.0,62.0,1470.8530369999999,0.0,0.009683371999999999,0.0,0.0,3,2,4,6,3,0,1
7483,0.0,0.0,17.0,389.0,0.0,0.041666667000000004,9.297,0.0,5,2,4,3,2,0,0
7484,0.0,0.0,10.0,313.3333333,0.046969697000000005,0.08787878800000001,8.397818182,0.0,5,2,2,1,1,0,0
7485,0.0,0.0,176.0,4126.353297,0.001363636,0.011363949,22.02197159,0.6,5,2,2,7,2,0,0
7486,0.0,0.0,15.0,728.2,0.0,0.023076923,31.22,0.0,5,3,2,8,4,0,0
7487,2.0,105.0,194.0,6460.192638,0.0037606840000000002,0.017284446000000002,1.79107248,0.0,11,2,2,3,2,0,0
7488,0.0,0.0,28.0,2076.966667,0.003846154,0.017948718,0.0,0.0,12,2,2,8,2,0,0
7489,2.0,64.0,67.0,1222.470924,0.014414413999999999,0.025810811,6.094324324,0.0,5,3,2,2,4,0,0
7490,0.0,0.0,70.0,2146.757984,0.0,0.009316323,67.30929078,0.0,11,2,4,5,2,0,0
7491,0.0,0.0,7.0,267.0,0.0,0.033333333,0.0,0.2,5,2,2,7,1,0,0
7492,0.0,0.0,61.0,1238.066667,0.004761905,0.020740741,0.0,0.6,5,3,2,3,13,0,0
7493,1.0,0.0,48.0,1062.812542,0.0,0.027253521,0.0,0.0,9,1,1,4,2,0,0
7494,0.0,0.0,5.0,132.0,0.0,0.04,0.0,0.0,3,1,1,1,1,0,1
7495,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,3,2,2,1,0,0
7496,0.0,0.0,16.0,421.25,0.0,0.013333333000000001,0.0,0.0,5,1,1,1,1,0,0
7497,0.0,0.0,17.0,1059.575,0.0,0.011764706000000002,62.76294758,0.0,11,2,2,1,2,1,0
7498,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11,1,1,4,1,0,0
7499,0.0,0.0,45.0,1660.0,0.022727273,0.0375,0.0,0.0,11,2,5,1,1,0,0
7500,0.0,0.0,15.0,630.0,0.0,0.003333333,42.23025869,0.0,12,4,1,3,1,0,1
7501,0.0,0.0,14.0,698.5833332999999,0.007692308,0.021153846,0.0,0.0,5,3,2,8,2,0,0
7502,0.0,0.0,48.0,3332.293511,0.0,0.007847222,11.45469444,0.0,3,1,1,1,3,0,0
7503,0.0,0.0,45.0,2487.333333,0.018604651,0.066666667,0.0,0.0,5,2,2,7,11,0,0
7504,0.0,0.0,22.0,185.25,0.021212121,0.075757576,0.0,0.0,11,2,7,1,1,0,1
7505,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,12,2,5,1,1,0,0
7506,2.0,39.4,98.0,3364.64045,0.029570957000000002,0.034691241,35.03953094,0.0,9,3,2,8,13,0,0
7507,3.0,72.5,245.0,7569.248612,0.007646236,0.016468484,4.770910365,0.0,11,3,2,1,13,0,1
7508,2.0,129.0,57.0,4516.588312,0.005,0.015180846999999999,8.052616667,0.0,5,2,2,1,2,0,0
7509,0.0,0.0,12.0,277.45,0.06,0.09,0.0,0.0,6,3,2,3,13,0,0
7510,0.0,0.0,7.0,98.55,0.05,0.058333333,0.0,0.0,11,3,2,3,11,0,1
7511,0.0,0.0,83.0,4052.358631,0.000340136,0.008176477,19.61979883,0.0,9,2,2,4,3,0,0
7512,0.0,0.0,139.0,5107.034928,0.01544437,0.044005025999999996,8.304903935,0.0,8,2,2,2,1,0,0
7513,0.0,0.0,2.0,27.0,0.15,0.15,0.0,0.0,2,1,1,7,2,0,0
7514,0.0,0.0,29.0,1279.089286,0.003333333,0.014166666999999999,35.60912359,0.0,11,2,2,3,11,0,0
7515,0.0,0.0,12.0,505.33333330000005,0.083333333,0.123412698,0.0,0.4,5,2,2,1,6,0,0
7516,0.0,0.0,13.0,587.75,0.030769231,0.061538462,0.0,0.0,11,1,1,4,1,0,0
7517,0.0,0.0,85.0,768.5,0.0,0.005813953,0.0,0.0,5,2,5,4,4,0,0
7518,0.0,0.0,4.0,123.0,0.0,0.066666667,0.0,0.0,5,3,2,4,3,0,0
7519,0.0,0.0,25.0,381.35714289999993,0.0,0.004166667,0.0,0.8,5,2,2,1,2,1,0
7520,0.0,0.0,4.0,199.4,0.0,0.025,0.0,0.0,8,2,6,3,5,1,0
7521,0.0,0.0,22.0,2707.386667,0.0,0.009722221999999999,0.0,0.0,9,3,2,1,1,0,1
7522,0.0,0.0,35.0,869.0611111,0.0,0.00617284,0.0,0.8,5,2,2,1,2,0,0
7523,0.0,0.0,111.0,4208.752099,0.003477744,0.015856149,0.0,0.0,7,2,2,1,1,0,1
7524,0.0,0.0,53.0,2544.166667,0.00617284,0.016049383,0.0,0.0,5,2,2,3,2,0,0
7525,0.0,0.0,14.0,999.0,0.0,0.023076923,8.482951522999999,0.0,12,2,2,3,6,0,0
7526,0.0,0.0,55.0,1933.423611,0.0018181820000000002,0.017355372,0.0,0.0,11,2,2,1,2,0,0
7527,0.0,0.0,21.0,775.3333332999999,0.0,0.009090909,0.0,0.0,3,4,1,1,2,0,1
7528,0.0,0.0,18.0,920.0,0.12222222199999999,0.144444444,0.0,1.0,5,3,2,7,4,0,1
7529,0.0,0.0,10.0,285.5,0.033333333,0.083333333,0.0,0.0,12,3,2,4,3,0,0
7530,1.0,55.5,148.0,8629.783691,0.0095,0.019155126,1.60801626,0.0,11,1,1,2,2,0,0
7531,0.0,0.0,1.0,4.0,0.0,0.05,0.0,0.0,7,2,2,1,2,1,0
7532,1.0,0.0,10.0,1584.25,0.02,0.05,0.0,0.0,12,2,2,1,8,0,0
7533,0.0,0.0,62.0,1471.858333,0.060655738,0.080437158,0.0,1.0,5,3,2,3,13,0,1
7534,0.0,0.0,2.0,85.0,0.0,0.066666667,0.0,0.0,5,2,4,1,2,0,0
7535,0.0,0.0,7.0,984.5,0.042857143,0.071428571,0.0,0.0,11,2,2,2,3,0,0
7536,0.0,0.0,3.0,46.75,0.0,0.066666667,0.0,0.0,11,2,2,3,10,0,0
7537,0.0,0.0,10.0,99.0,0.04,0.046666667,0.0,0.6,5,3,2,1,3,0,0
7538,0.0,0.0,2.0,22.0,0.0,0.02,0.0,0.8,5,2,2,1,4,0,0
7539,2.0,16.0,142.0,6223.870847,0.0,0.006649461999999999,15.47720763,0.0,5,2,2,3,2,0,1
7540,0.0,0.0,22.0,1165.583333,0.0,0.001242236,0.0,0.0,3,2,2,8,2,1,0
7541,1.0,3.0,39.0,1174.666667,0.01,0.040833333,0.0,0.0,11,2,2,1,2,0,0
7542,0.0,0.0,21.0,1636.5,0.042857143,0.06587301599999999,0.0,0.4,5,2,4,1,3,0,0
7543,0.0,0.0,34.0,783.5666667,0.0,0.005882353000000001,62.07882353,0.0,5,2,2,1,6,0,1
7544,0.0,0.0,92.0,4212.141886,0.008333333,0.021875,6.664927724,0.0,11,1,1,1,2,0,1
7545,0.0,0.0,12.0,749.8,0.0,0.015384615,23.00459544,0.0,7,2,2,1,4,1,0
7546,0.0,0.0,18.0,671.0,0.0,0.010526316,0.0,0.0,3,3,2,3,11,1,1
7547,0.0,0.0,8.0,244.0,0.02,0.04,15.45198077,0.0,9,2,4,1,1,0,0
7548,2.0,7.0,39.0,2447.548611,0.028354978,0.057999382,5.291989149,0.0,11,1,1,9,1,0,1
7549,0.0,0.0,34.0,409.5,0.0,0.005555556,0.0,0.0,12,2,2,4,2,0,0
7550,2.0,10.0,13.0,210.0,0.0125,0.03125,0.0,0.0,12,3,2,4,1,0,0
7551,6.0,2166.5,14.0,1805.425,0.0,0.031138344,10.90023366,0.0,12,4,5,1,2,0,0
7552,0.0,0.0,8.0,160.25,0.0125,0.075,0.0,0.0,11,3,2,1,6,0,0
7553,0.0,0.0,4.0,145.2,0.0,0.025,0.0,0.0,8,2,4,7,2,0,0
7554,0.0,0.0,42.0,1022.384615,0.014634146,0.031939605,0.0,0.0,11,1,1,2,10,0,1
7555,0.0,-1.0,1.0,-1.0,0.2,0.2,0.0,0.0,2,4,1,9,3,0,0
7556,0.0,0.0,5.0,151.2,0.0,0.053333333,0.0,0.8,5,7,1,3,1,0,0
7557,0.0,0.0,11.0,431.16666669999995,0.0,0.004545455,0.0,0.0,11,1,1,1,2,0,0
7558,0.0,0.0,59.0,3354.078463,0.012307692,0.026494505,9.005310781,0.0,11,2,2,3,1,0,0
7559,0.0,0.0,23.0,620.0333333,0.022222222000000003,0.030246914,0.0,0.0,8,2,5,5,1,0,0
7560,0.0,0.0,12.0,1638.5,0.083333333,0.11666666699999999,0.0,0.8,5,2,2,5,13,0,0
7561,3.0,70.0,7.0,110.0,0.04,0.07,0.0,0.0,5,1,1,2,3,0,0
7562,0.0,0.0,21.0,1030.0,0.005,0.025,0.0,0.0,12,2,2,7,1,0,0
7563,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,12,2,2,8,11,0,0
7564,0.0,0.0,22.0,355.6666667,0.047619048,0.051428571,25.194000000000003,0.8,5,2,2,3,4,0,0
7565,0.0,0.0,2.0,19.0,0.0,0.1,0.0,0.0,11,1,1,1,2,1,1
7566,2.0,47.4,8.0,97.9,0.05,0.058333333,0.0,0.0,6,1,2,4,2,0,0
7567,0.0,0.0,12.0,368.68,0.04,0.08444444400000001,21.24191985,0.0,11,2,2,1,2,0,0
7568,0.0,0.0,6.0,253.58333330000002,0.05,0.056666667000000004,0.0,0.0,12,3,3,1,3,0,0
7569,0.0,0.0,1.0,19.2,0.0,0.1,0.0,0.0,8,1,1,1,1,0,1
7570,0.0,0.0,62.0,3000.250794,0.004918033,0.029535519,0.0,0.0,5,2,2,4,1,0,0
7571,2.0,9.0,38.0,2277.555556,0.0,0.004761905,0.0,0.0,12,2,4,1,2,1,1
7572,0.0,0.0,13.0,283.5,0.0,0.030769231,0.0,0.4,5,2,2,5,3,0,0
7573,0.0,0.0,5.0,74.0,0.0,0.08,0.0,0.8,5,2,2,1,13,0,0
7574,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,3,2,2,1,1,0,0
7575,0.0,0.0,17.0,341.6166667,0.0,0.00627451,0.0,0.0,7,1,1,2,4,0,1
7576,0.0,0.0,17.0,440.22619050000003,0.026315789,0.023684211,0.0,0.0,7,3,2,3,1,0,0
7577,0.0,0.0,20.0,870.6666667000002,0.0,0.020175439,0.0,0.0,5,2,4,3,3,0,0
7578,0.0,0.0,12.0,122.66666670000001,0.0,0.014285714,0.0,0.0,11,1,1,1,8,1,1
7579,9.0,406.9166667,68.0,2435.74375,0.002564103,0.01555896,0.0,0.0,12,1,1,1,2,0,0
7580,0.0,0.0,20.0,266.5833333,0.011111111000000002,0.039753086,0.0,0.0,3,2,2,1,2,0,0
7581,1.0,0.0,1.0,44.0,0.0,0.1,0.0,0.0,3,2,2,6,2,0,1
7582,0.0,0.0,3.0,259.0,0.0,0.04,48.04726202,0.0,10,2,2,1,4,0,0
7583,0.0,0.0,31.0,697.5866667,0.0075,0.0325,0.0,0.0,6,2,2,2,2,0,0
7584,0.0,0.0,19.0,1221.7,0.0,0.0,0.0,0.0,6,2,2,1,2,1,0
7585,0.0,0.0,4.0,396.25,0.0,0.083333333,0.0,0.0,11,2,2,4,2,0,0
7586,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,12,1,1,4,1,0,1
7587,0.0,0.0,14.0,310.0,0.028571429,0.06428571400000001,0.0,0.2,5,2,4,1,3,0,0
7588,0.0,0.0,13.0,922.0833332999998,0.023529412000000003,0.023529412000000003,0.0,0.0,3,3,2,8,2,0,0
7589,3.0,183.8,85.0,1813.7534660000001,0.0,0.0056994359999999996,0.8583614559999999,0.0,8,2,2,3,4,0,0
7590,0.0,0.0,12.0,136.5,0.016666667,0.033333333,0.0,0.0,5,2,2,3,3,0,0
7591,0.0,0.0,27.0,2098.2380949999997,0.037037037,0.043518519000000006,0.0,0.8,5,2,2,1,3,0,0
7592,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11,2,2,3,1,0,0
7593,0.0,0.0,57.0,820.3636364,0.035087718999999996,0.061650605,0.0,0.0,6,3,2,3,13,0,0
7594,0.0,0.0,17.0,356.0833333,0.0,0.013333333000000001,151.5650523,0.0,11,2,5,5,8,1,0
7595,0.0,0.0,23.0,180.5,0.009090909,0.036363636,0.0,0.0,11,2,2,1,7,0,1
7596,0.0,0.0,33.0,781.5166667000001,0.005555556,0.008333333,22.53693712,0.0,7,2,2,6,2,1,1
7597,2.0,11.0,50.0,1799.6666670000002,0.056410256,0.083012821,0.0,0.0,12,1,1,1,3,0,0
7598,0.0,0.0,5.0,57.0,0.0,0.04,0.0,0.6,5,2,2,3,1,0,0
7599,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,3,2,1,1,0,0
7600,0.0,0.0,29.0,2209.75,0.0,0.035057471,0.0,0.0,11,3,2,8,2,0,0
7601,0.0,0.0,29.0,527.2083333,0.0,0.011330048999999998,0.0,0.0,3,2,4,1,6,0,0
7602,1.0,0.0,124.0,4093.4305189999995,0.005816216,0.043499683,0.0,0.0,5,2,2,8,13,0,0
7603,0.0,0.0,4.0,26.0,0.05,0.1,0.0,0.4,5,2,2,1,13,0,0
7604,0.0,0.0,54.0,3978.245833,0.003846154,0.024807692000000003,0.0,0.0,11,2,2,6,1,0,1
7605,0.0,0.0,6.0,203.0,0.1,0.108333333,0.0,0.0,5,1,1,3,4,0,0
7606,0.0,0.0,9.0,82.5,0.0,0.033333333,0.0,0.0,12,2,2,1,1,0,0
7607,2.0,7.0,16.0,794.5416667000001,0.015686275,0.071568627,0.0,0.0,12,1,1,3,2,0,0
7608,0.0,0.0,46.0,1804.9,0.017730496000000002,0.039361702,0.0,0.0,5,2,2,3,6,0,0
7609,0.0,0.0,8.0,112.72857140000002,0.0,0.02,0.0,0.0,3,2,2,2,1,0,0
7610,2.0,139.5,98.0,3714.352664,0.005,0.013429932,0.0,0.0,11,2,2,1,2,0,0
7611,0.0,0.0,11.0,161.0,0.0,0.018181818,0.0,0.0,5,2,2,1,1,0,0
7612,7.0,285.0,90.0,3262.350896,0.003125,0.010909616,0.0,0.0,5,3,2,5,6,0,0
7613,2.0,221.0,41.0,716.7916667000001,0.008888889,0.041481481,0.0,0.0,11,2,2,3,2,0,0
7614,1.0,262.0,49.0,2338.567766,0.023529412000000003,0.028907562999999997,9.609529412,0.6,5,3,2,4,4,0,0
7615,2.0,11.0,33.0,2032.599702,0.0,0.020476926,5.730539287999999,0.0,11,2,2,2,1,0,0
7616,0.0,0.0,34.0,1014.833333,0.011764706000000002,0.048529412,0.0,0.4,5,2,2,2,13,0,0
7617,0.0,0.0,25.0,2466.533333,0.0074074069999999995,0.028888888999999997,49.01323885,0.0,12,2,2,1,2,0,0
7618,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,12,8,13,9,20,2,0
7619,0.0,0.0,29.0,582.0,0.006896551999999999,0.020689655,0.0,0.0,5,2,2,5,4,0,0
7620,3.0,164.0,107.0,4447.110508,0.001169591,0.013146818999999999,0.0,0.0,11,2,2,1,3,0,0
7621,0.0,0.0,118.0,2652.552904,0.001652893,0.010020661,0.0,0.0,11,2,2,4,10,0,0
7622,0.0,0.0,17.0,701.8032467999999,0.0,0.011111111000000002,61.07207396,0.0,11,2,2,5,6,1,0
7623,0.0,0.0,5.0,258.0833333,0.004545455,0.052525253,0.0,0.0,5,3,2,3,1,0,0
7624,0.0,0.0,37.0,2296.25,0.0,0.014864865,0.0,0.0,11,2,2,1,13,0,0
7625,0.0,0.0,58.0,1200.5,0.002298851,0.017816092,17.98756852,0.0,12,2,10,3,6,0,0
7626,0.0,0.0,19.0,716.3571429,0.004761905,0.015873016,10.8692605,0.0,3,1,1,7,1,0,1
7627,0.0,0.0,13.0,1314.083333,0.0,0.008333333,103.0610827,0.0,12,8,13,9,20,2,0
7628,5.0,81.4,25.0,1220.175,0.02,0.040444443999999996,0.0,0.0,8,3,2,3,2,0,1
7629,1.0,249.5,33.0,1458.97619,0.027459219,0.041167134,0.0,0.0,12,1,1,1,10,0,0
7630,1.0,132.0,8.0,445.0,0.0,0.014285714,0.0,0.0,3,3,2,4,14,0,1
7631,0.0,0.0,27.0,459.9636364,0.0074074069999999995,0.033950617,0.0,0.0,5,1,1,1,3,0,1
7632,0.0,0.0,13.0,420.24666669999993,0.042105263,0.064912281,0.0,0.0,9,3,2,1,13,0,1
7633,0.0,0.0,29.0,873.75,0.0,0.031034482999999998,0.0,0.0,11,2,2,5,2,0,1
7634,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,12,8,13,9,20,2,0
7635,0.0,0.0,8.0,143.58333330000002,0.014285714,0.05,0.0,0.0,11,2,2,3,1,0,0
7636,0.0,0.0,9.0,58.0,0.15555555599999998,0.177777778,0.0,0.0,5,1,1,1,3,0,1
7637,0.0,0.0,5.0,274.0,0.04,0.08,0.0,0.0,5,3,3,1,3,0,0
7638,0.0,0.0,21.0,1051.166667,0.0,0.00952381,14.14084367,0.0,11,1,8,2,6,1,1
7639,1.0,24.0,27.0,1460.566667,0.0,0.006666666999999999,0.0,0.0,3,2,2,8,2,1,1
7640,2.0,47.0,32.0,898.8333332999998,0.068571429,0.102285714,0.0,0.0,5,3,2,4,1,0,0
7641,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,1,1,4,1,0,0
7642,0.0,0.0,72.0,1822.8666670000002,0.0067567569999999995,0.024774775,11.34860076,0.0,6,2,2,7,1,0,0
7643,0.0,0.0,18.0,824.8333332999999,0.0,0.023148147999999997,0.0,0.8,5,2,2,2,4,0,0
7644,0.0,0.0,3.0,41.4,0.0,0.066666667,0.0,0.0,9,2,2,7,2,0,0
7645,0.0,0.0,31.0,2543.5,0.0,0.006666666999999999,0.0,0.0,5,2,2,5,2,0,0
7646,0.0,0.0,3.0,15.0,0.0,0.066666667,0.0,0.2,5,1,1,3,3,0,0
7647,3.0,47.66666667,34.0,944.2976189999999,0.0,0.0125,0.0,0.0,5,2,2,3,6,0,0
7648,0.0,0.0,15.0,524.5,0.0,0.013333333000000001,33.9612,0.0,5,3,2,1,6,0,0
7649,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,3,2,2,1,0,0
7650,0.0,0.0,34.0,783.6363636,0.0,0.000505051,0.0,0.0,12,2,2,1,1,0,1
7651,3.0,110.75,65.0,2019.769468,0.0029411759999999998,0.017081105,3.277744575,0.0,11,1,1,6,2,0,1
7652,0.0,0.0,14.0,1319.833333,0.0,0.012222222,0.0,0.0,5,2,2,1,5,0,0
7653,0.0,0.0,16.0,368.46666669999996,0.0,0.021568627000000003,0.0,0.0,10,4,1,4,1,0,1
7654,0.0,0.0,85.0,3731.079365,0.014942529,0.039042146,0.0,1.0,5,2,2,3,6,0,1
7655,0.0,0.0,9.0,980.5666667000002,0.0,0.011111111000000002,78.56959864,0.0,9,2,2,5,2,1,0
7656,0.0,0.0,49.0,3247.583333,0.025531915,0.037163121,0.0,0.0,12,2,4,9,1,0,1
7657,0.0,0.0,15.0,124.91428570000001,0.0,0.016369048,4.90908873,0.0,7,2,2,3,2,0,0
7658,0.0,0.0,7.0,1803.6666670000002,0.082142857,0.08,0.0,0.0,12,2,5,1,8,0,1
7659,2.0,28.75,82.0,2375.114286,0.007058824,0.031764706000000004,0.0,0.0,11,2,2,1,1,0,1
7660,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,2,2,1,1,0,0
7661,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11,4,2,1,1,0,1
7662,1.0,0.0,38.0,461.5,0.01,0.023666667000000002,0.0,0.0,3,2,2,3,2,0,0
7663,1.0,0.0,20.0,342.6866667,0.0,0.009090909,0.0,0.0,8,2,2,1,4,1,0
7664,0.0,0.0,4.0,39.95,0.0,0.05,0.0,0.0,7,3,2,1,4,0,1
7665,0.0,0.0,40.0,700.1277778,0.011000000000000001,0.027788462000000003,0.0,0.0,11,1,1,1,10,0,1
7666,0.0,0.0,19.0,607.0,0.0,0.026984127000000004,17.53595893,1.0,2,1,1,7,4,0,1
7667,0.0,0.0,18.0,691.5,0.0,0.005,0.0,0.0,5,2,4,4,2,0,0
7668,2.0,60.0,110.0,5343.049577000001,0.00877193,0.029643028,0.0,0.8,5,1,1,1,2,0,0
7669,0.0,0.0,24.0,485.2839744,0.0049382720000000005,0.039283154,0.0,1.0,5,2,2,2,4,0,1
7670,0.0,0.0,79.0,2431.242995,0.0,0.005590278000000001,0.0,0.0,11,2,2,2,6,0,0
7671,0.0,0.0,26.0,548.2678571,0.024,0.046666667,0.0,0.0,11,1,2,6,2,0,0
7672,1.0,0.0,43.0,1343.097619,0.037878788,0.057878788,0.0,0.0,5,3,2,4,6,0,1
7673,0.0,0.0,71.0,3534.298611,0.00890411,0.023832104,0.0,0.0,11,2,2,1,2,0,0
7674,0.0,0.0,47.0,1153.54,0.003140097,0.039979296,0.0,0.0,7,1,1,6,2,0,0
7675,0.0,0.0,12.0,402.5,0.0,0.0025,0.0,0.0,3,2,2,7,1,0,0
7676,0.0,0.0,5.0,162.5,0.04,0.073333333,0.0,0.0,5,3,2,1,3,0,0
7677,1.0,29.0,78.0,3098.992857,0.007692308,0.022124542,0.0,0.0,5,3,2,3,13,0,1
7678,0.0,0.0,15.0,715.875,0.010526316,0.052631579000000005,0.0,0.0,12,2,5,4,2,0,0
7679,0.0,0.0,27.0,213.0157143,0.0,0.0074074069999999995,79.51302667,0.0,10,2,2,1,3,1,1
7680,8.0,368.1547619,111.0,3874.2408729999997,0.006494118,0.021731397000000003,6.245397811,0.0,11,2,2,9,2,0,0
7681,0.0,0.0,23.0,480.91666669999995,0.017391304,0.032608696,0.0,0.0,12,4,2,1,2,0,0
7682,0.0,0.0,12.0,247.0,0.0,0.016666667,0.0,0.0,12,8,1,3,1,0,1
7683,0.0,0.0,35.0,1192.386111,0.005714286,0.028571429,0.0,0.0,3,2,4,2,2,0,0
7684,0.0,0.0,38.0,3779.4444439999997,0.0,0.02814992,0.0,0.0,12,3,2,1,2,0,0
7685,0.0,0.0,19.0,421.6,0.068421053,0.07719298200000001,6.624947368,0.6,5,3,2,2,13,0,0
7686,0.0,0.0,55.0,1119.543056,0.005454545,0.008870523,0.0,0.0,11,1,1,1,3,0,0
7687,0.0,0.0,90.0,5621.599206,0.0,0.013068182,2.099045455,0.0,5,2,2,7,2,0,0
7688,0.0,0.0,211.0,7442.388148999999,0.012735848999999999,0.028901336,0.0,0.0,8,2,2,3,13,0,0
7689,0.0,0.0,5.0,215.0,0.04,0.08,0.0,0.6,5,3,2,3,2,0,0
7690,0.0,0.0,61.0,1423.967857,0.01,0.022611111,7.997999999999999,0.8,5,2,2,7,4,0,0
7691,0.0,0.0,20.0,678.0,0.0,0.03,0.0,0.0,12,2,2,3,10,0,0
7692,4.0,155.375,128.0,4391.876232,0.008759124,0.022411525,0.0,0.0,11,1,2,1,2,0,0
7693,7.0,145.5,122.0,7532.511111,0.004615385,0.029612767999999998,0.0,0.0,11,2,2,6,2,0,0
7694,1.0,57.0,99.0,6266.208586,0.0,0.010869841000000002,8.926598571,0.0,5,2,2,1,1,0,1
7695,2.0,16.0,49.0,1494.083333,0.001257862,0.028773585,0.0,0.0,11,2,2,1,1,0,0
7696,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,2,2,7,1,0,0
7697,0.0,0.0,11.0,1200.2,0.014285714,0.028571429,18.41056693,0.0,11,2,6,2,1,0,1
7698,3.0,84.0,58.0,2787.25,0.0,0.0077156180000000005,98.04262564,0.0,5,2,2,1,2,0,0
7699,0.0,0.0,15.0,644.25,0.005263158,0.01754386,0.0,0.0,11,2,2,1,2,0,0
7700,0.0,0.0,14.0,148.0,0.06428571400000001,0.1,0.0,0.6,5,4,1,4,1,0,0
7701,0.0,0.0,41.0,1275.26927,0.0,0.013461741999999999,0.0,0.0,11,3,2,4,3,0,1
7702,0.0,0.0,41.0,1921.10307,0.014074073999999999,0.032987654,5.290262526,0.0,7,2,2,3,1,0,0
7703,0.0,0.0,5.0,626.0,0.0,0.04,0.0,0.0,5,1,1,1,4,0,0
7704,0.0,0.0,13.0,89.0,0.046153846,0.1,0.0,0.0,3,2,2,2,1,0,0
7705,0.0,0.0,39.0,1263.864951,0.007906976999999999,0.025721669,14.94379331,0.0,11,3,2,1,2,0,0
7706,0.0,0.0,28.0,666.0,0.0,0.007142857,0.0,0.4,5,2,2,3,2,0,0
7707,0.0,0.0,11.0,467.0,0.0,0.02,79.182,0.0,5,2,4,1,1,0,0
7708,0.0,0.0,28.0,852.3333332999998,0.013793103000000001,0.02454844,0.0,0.0,5,2,2,1,7,0,1
7709,0.0,0.0,13.0,1600.0,0.015384615,0.020512821,0.0,0.0,12,2,2,1,20,0,0
7710,0.0,0.0,16.0,1011.0,0.0,0.025,0.0,0.0,3,2,2,1,1,0,0
7711,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,12,1,1,2,3,0,0
7712,0.0,0.0,18.0,199.5,0.016666667,0.05,0.0,0.4,5,3,2,4,2,0,0
7713,0.0,0.0,18.0,668.25,0.022222222000000003,0.035555556,0.0,0.2,5,3,2,1,2,0,0
7714,0.0,0.0,9.0,319.6666667,0.033333333,0.055555556,0.0,0.0,5,1,1,1,1,0,0
7715,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,3,2,4,13,0,0
7716,0.0,0.0,29.0,830.9333333,0.035555556,0.08833333300000001,0.0,0.6,5,3,2,6,13,0,0
7717,1.0,59.4,53.0,1844.65,0.022641509,0.049595687,0.0,0.0,6,4,2,1,3,0,0
7718,0.0,0.0,23.0,1016.1607140000001,0.024347826,0.02402746,0.0,0.0,11,3,2,2,13,0,0
7719,0.0,0.0,27.0,187.0,0.0,0.022222222000000003,0.0,0.0,5,4,2,7,4,0,0
7720,0.0,0.0,24.0,597.8333332999999,0.008333333,0.020833333,0.0,0.4,5,2,2,2,1,0,0
7721,0.0,0.0,20.0,1180.0,0.0,0.009090909,30.52636364,0.0,5,2,2,6,3,0,0
7722,0.0,0.0,3.0,44.66666667,0.0,0.025,0.0,0.0,3,2,4,6,2,0,1
7723,0.0,0.0,12.0,666.0,0.0,0.018181818,0.0,0.0,5,2,4,8,2,0,0
7724,0.0,0.0,2.0,28.0,0.0,0.1,0.0,0.0,5,2,2,1,3,0,0
7725,0.0,0.0,11.0,398.69444439999995,0.014814815,0.059259259,0.0,0.0,11,1,8,3,11,0,0
7726,0.0,0.0,7.0,65.5,0.0125,0.0625,0.0,0.0,11,1,1,6,1,0,0
7727,0.0,0.0,12.0,250.83333330000002,0.0,0.016666667,0.0,0.0,3,3,2,2,1,0,1
7728,0.0,0.0,346.0,12541.77628,0.001709402,0.006473478,5.1771068410000005,0.0,8,2,2,3,1,0,1
7729,0.0,0.0,5.0,238.2,0.0,0.033333333,0.0,0.0,9,2,2,5,4,1,1
7730,0.0,0.0,12.0,279.0833333,0.0,0.038461537999999997,0.0,0.0,11,1,1,8,2,0,0
